storm,6
story,5
stove,5
stow,4
street,3
strength,6
stress,7
stricken,6
stride,5
string,4
strive,6
strong,6
structure,4
stubborn,5
studio,5
stun,6
stupid,5
stupor,4
style,5
subdue,4
subdued,3
subject,4
submit,5
suburb,5
subway,6
success,6
suffer,6
suffocate,6
sugar,6
suggestion,5
suicide,6
suite,6
sun,5
sunflower,4
sunglasses,5
sunlight,6
sunrise,5
sunset,4
supper,6
supply,4
sure,5
surfer,5
surgeon,6
surgery,6
surprise,7
surprised,7
sushi,5
suspicious,6
swamp,5
swan,4
swear,5
sweet,6
sweetheart,6
swift,5
swimmer,5
swing,6
swipe,4
sword,6
sympathy,5
syphilis,6
syrup,5
system,4
table,3
taint,5
tale,4
talent,6
tall,5
tamper,5
tangle,6
tank,5
tar,4
task,5
taste,5
tatter,4
tattoo,6
taunt,6
tavern,5
taxi,3
tea,4
teach,6
teacher,4
team,6
tease,6
teenager,6
teeter,5
teeth,5
tempo,5
temptation,6
tend,4
tender,5
tendon,5
tennis,5
tense,7
termite,5
terrace,5
terrible,6
terrific,6
terrified,8
terror,7
terrorist,7
testicles,5
thankful,4
theater,6
theft,6
theory,5
therapy,5
thermometer,4
thief,7
thigh,5
thin,6
thing,4
think,5
thirst,5
thirsty,6
thong,6
thorn,5
thought,5
thoughtful,6
threat,6
thrift,4
thrill,8
thrilled,7
thrive,6
thud,5
thug,5
thumb,5
tick,4
ticket,6
tickle,7
tidy,4
tiger,6
time,5
timid,4
tire,4
tired,3
tissue,4
title,5
toad,5
tobacco,5
toddler,6
toil,5
toilet,4
tomato,4
tomb,5
ton,4
tool,4
tooth,5
toothache,6
topless,7
topple,5
tornado,7
torte,4
torture,6
total,5
touch,6
tourist,5
tow,5
towel,4
tower,4
town,4
toxic,6
toy,5
traffic,6
tragedy,6
train,5
trait,4
traitor,6
trash,4
trauma,6
travel,6
tray,4
tread,5
treasure,7
treat,6
treatment,6
tree,3
tremor,5
trend,5
tribe,5
trick,6
trip,6
triumph,6
triumphant,7
trivia,5
trophy,5
trouble,7
troubled,6
trout,4
truce,5
truck,5
TRUE,5
trumpet,5
trunk,4
trust,5
truth,5
tulip,5
tumor,7
tune,5
turkey,5
turmoil,6
turtle,5
tusk,4
twelve,4
twilight,5
twins,5
tyrant,6
ugly,5
ulcer,6
umbrella,4
uncertain,5
uncomfortable,6
understand,5
uneasy,6
unfaithful,6
unhappy,4
unify,5
union,5
unit,4
unite,6
unity,5
unsafe,6
unsure,6
untroubled,4
upset,6
urinate,4
urine,4
usage,5
useful,4
useless,5
utensil,4
vacation,6
vagina,6
valentine,6
valley,4
vampire,6
van,4
vandal,6
vanish,5
vanity,5
vase,4
vegetable,4
vehicle,5
venom,6
vessel,4
vest,4
vibrator,6
vice,5
victim,6
victory,7
video,6
vigor,6
vigorous,6
village,4
vine,4
violent,7
violin,3
violinist,4
virgin,6
virtue,5
virus,5
vision,5
vista,5
vodka,6
volcano,6
vomit,6
vote,5
vow,5
vows,6
voyage,6
wagon,4
wail,6
wall,4
wander,5
wane,5
want,6
war,7
warden,4
warehouse,4
warm,5
warmth,4
warn,5
wart,4
wasp,6
waste,4
watch,4
water,5
waterfall,5
watermelon,5
waterskiing,7
wealth,6
wealthy,6
weapon,6
weary,4
web,4
wed,6
wedding,6
week,4
weep,5
weight,5
weightlifter,6
welfare,5
wet,6
wheat,4
wheel,5
whistle,5
white,4
whore,6
wicked,6
wife,5
wild,6
willing,5
win,8
wince,5
windmill,4
window,4
windshield,4
windsurfers,6
wine,5
wings,5
wink,5
winner,7
winter,5
wires,5
wisdom,5
wise,4
wish,5
wishful,6
wit,5
wolf,7
woman,5
wonder,5
wood,5
wool,4
work,5
worker,5
world,5
worry,6
worth,5
wounds,6
wrath,6
wreath,5
wring,5
writer,4
wrong,5
yacht,6
year,4
yellow,4
yelp,6
yolk,4
young,6
youth,6
zeal,5
zealous,5
zest,6
zipper,5
zoom,6
